Business ID,Business Name,Category,LFA Member,Description Score,Keywords Score,Products Score,Confidence Score,Overall Score,Grade,Issues Count,Top Issues
2c8d3773-38b3-4f5d-8f7c-80aed7be0344,"Flagstaff Brewery & Grill",food_dining,No,80.0,100.0,80.0,60.0,80.0,A,3,"Description needs more sentences for readability; Description lacks specific details or credentials; Products/services lack detail"
fbe77a2c-ffde-4e41-b105-79f6b7adf959,"Scottsdale Fine Dining",food_dining,Yes,100.0,100.0,80.0,80.0,92.0,A+,1,"Products/services lack detail"
251b4984-3150-451f-b4ff-114a6c84ed59,"Mesa Family Bakery",food_dining,No,80.0,100.0,80.0,60.0,80.0,A,3,"Description needs more sentences for readability; Description lacks specific details or credentials; Products/services lack detail"
38f602e5-efc4-44b2-a7f9-47b78579a930,"Tempe Coffee House",food_dining,Yes,100.0,100.0,80.0,80.0,92.0,A+,1,"Products/services lack detail"
05701084-f37e-4be3-b521-e0aa64ffb753,"Glendale Pizza Palace",other,No,80.0,100.0,80.0,60.0,80.0,A,3,"Description needs more sentences for readability; Description lacks specific details or credentials; Products/services lack detail"
2e10693d-fb34-4e93-bd2c-57e835d07d72,"Chandler Sushi Bar",food_dining,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
26d486a4-6547-4895-be89-d389f30bd251,"Peoria BBQ Joint",other,No,80.0,100.0,80.0,60.0,80.0,A,3,"Description needs more sentences for readability; Description lacks specific details or credentials; Products/services lack detail"
265bc3f1-282e-4455-8d10-c0ff36de7a20,"Ahwatukee Healthy Eats",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
3ce74d70-6093-4650-b971-126327b3212c,"Surprise Burger Shack",other,No,80.0,100.0,80.0,60.0,80.0,A,3,"Description needs more sentences for readability; Description lacks specific details or credentials; Products/services lack detail"
3571435e-4311-4c10-afab-a24f73974f24,"Gilbert Gelato",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
14692a19-0af7-4b60-bf27-955c275f3972,"Queen Creek Vineyard",other,No,80.0,100.0,80.0,60.0,80.0,A,3,"Description needs more sentences for readability; Description lacks specific details or credentials; Products/services lack detail"
4486ff0e-5d03-426c-ae44-e8bf9d16f340,"Sun City Diner",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
0b689039-4771-4d63-8caa-18500e32a22e,"Paradise Valley Bistro",other,No,80.0,100.0,80.0,60.0,80.0,A,3,"Description needs more sentences for readability; Description lacks specific details or credentials; Products/services lack detail"
2fe10a68-6bea-497f-a1ec-d60465099d64,"Avondale Tacos",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
6ada5f5c-4ad2-407e-894e-7c0c1c8d3191,"Carefree Organic Kitchen",other,No,80.0,100.0,80.0,60.0,80.0,A,3,"Description needs more sentences for readability; Description lacks specific details or credentials; Products/services lack detail"
c4bc7283-7ed0-4afa-bb20-dddeff880223,"Fountain Hills Food Truck",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
922c6aea-2dc8-46a1-95d6-227ab3fe3f74,"Cave Creek Steakhouse",other,No,80.0,100.0,80.0,60.0,80.0,A,3,"Description needs more sentences for readability; Description lacks specific details or credentials; Products/services lack detail"
c5e4d036-46bd-4db9-a7d2-5eef80397f35,"Phoenix Law Group",professional_services,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
58b3fbb9-b2a0-446b-9af9-ac35358a96ae,"Scottsdale CPA Firm",other,No,80.0,100.0,80.0,60.0,80.0,A,3,"Description needs more sentences for readability; Description lacks specific details or credentials; Products/services lack detail"
30a5df55-5efd-4dce-8131-bbd46de59620,"Tempe Digital Marketing",professional_services,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
f85fb95c-dfbe-45a7-9121-c537d45a2262,"Mesa Consulting Group",professional_services,No,80.0,100.0,80.0,60.0,80.0,A,3,"Description needs more sentences for readability; Description lacks specific details or credentials; Products/services lack detail"
5e273f56-306f-4ab4-a910-f550dc4cb5e8,"Chandler Architecture Studio",nonprofit_community,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
47c080d6-a900-48c3-bd28-c82a0e4c6d05,"Glendale Real Estate",real_estate,No,80.0,100.0,80.0,60.0,80.0,A,3,"Description needs more sentences for readability; Description lacks specific details or credentials; Products/services lack detail"
cbd5b49b-7960-4375-8b07-8a410c9a0d36,"Peoria Insurance Agency",financial_services,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
886156d7-23c4-4ca2-839b-d54c2010eac1,"Gilbert Financial Planning",financial_services,No,80.0,100.0,80.0,60.0,80.0,A,3,"Description needs more sentences for readability; Description lacks specific details or credentials; Products/services lack detail"
192f5923-4f33-45c4-8c8c-666b67243a4c,"Tucson Web Design",professional_services,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
f964da66-79d6-4894-a9c7-94ac843fa61b,"Flagstaff Engineering",other,No,80.0,100.0,80.0,60.0,80.0,A,3,"Description needs more sentences for readability; Description lacks specific details or credentials; Products/services lack detail"
6c8ba68e-c787-4dd0-8425-a93a5a6aa08b,"Sedona Photography",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
5c534215-1c95-4764-ab49-0cfad3e42ab7,"Queen Creek Tax Services",other,No,80.0,100.0,80.0,60.0,80.0,A,3,"Description needs more sentences for readability; Description lacks specific details or credentials; Products/services lack detail"
ec63d869-1f97-40d9-b25e-fa1dfb4e489d,"Sun City Legal Aid",professional_services,Yes,90.0,100.0,80.0,70.0,86.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
39156856-fa0e-41aa-9235-3933f2c1cda7,"Paradise Valley Investment",financial_services,No,80.0,100.0,80.0,60.0,80.0,A,3,"Description needs more sentences for readability; Description lacks specific details or credentials; Products/services lack detail"
6e509773-51ae-415f-89ac-70ec7dfc517c,"Avondale HR Solutions",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
42edf4e8-febb-49c3-8b6d-0192967bfc7d,"Carefree Business Coach",other,No,80.0,100.0,80.0,60.0,80.0,A,3,"Description needs more sentences for readability; Description lacks specific details or credentials; Products/services lack detail"
289fb480-9ff0-434c-8258-219bfedad48f,"Fountain Hills PR Agency",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
e367656f-3ec8-4c55-8286-e7bc1691cf5f,"Cave Creek Patent Law",professional_services,No,80.0,100.0,80.0,60.0,80.0,A,3,"Description needs more sentences for readability; Description lacks specific details or credentials; Products/services lack detail"
c1752f13-b15d-4324-bc64-92c1c25abef4,"Ahwatukee Graphic Design",professional_services,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
ebf93795-0f94-4370-b78c-42e674da9052,"Surprise IT Support",other,No,80.0,100.0,80.0,60.0,80.0,A,3,"Description needs more sentences for readability; Description lacks specific details or credentials; Products/services lack detail"
5a701ae6-c18c-4217-93fc-8796ed81d8fc,"Phoenix Medical Center",health_wellness,Yes,90.0,100.0,80.0,70.0,86.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
7b7b8aa9-b66e-4ee4-8bbe-900de65501cc,"Tempe Fitness Gym",health_wellness,Yes,90.0,100.0,80.0,70.0,86.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
84956fa6-e03d-4ccf-b00a-bea5f9cd14bf,"Chandler Chiropractor",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
1485e563-f599-46bc-87d6-741ccb413ce4,"Peoria Mental Health",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
183667ad-0eae-436d-b55e-b0175f963c68,"Tucson Yoga Studio",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
7d4146e0-523d-4f63-9293-5b9b8e2d276f,"Sedona Holistic Health",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
8d3070a4-e4e6-4136-a81f-8a52015a4b63,"Sun City Senior Care",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
7d010ad9-76ed-4e8f-a004-fbbbec333aca,"Avondale Vision Center",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
00b96e13-3ea3-4056-ac5a-035828d50689,"Phoenix Gift Shop",retail_shopping,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
fefa217b-2ad0-4245-bcc2-35b3d8f796cf,"Tempe Book Store",retail_shopping,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
c4f4c57e-56b6-4550-94c6-450cb94d5705,"Chandler Electronics",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
faa2cbe1-4c55-4173-ba9e-8a6c8395c626,"Peoria Pet Supplies",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
d4be3875-366b-4d6a-8c4c-3015383f273b,"Tucson Antique Mall",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
1590f529-13b4-4024-b124-2571d4d34011,"Sedona Crystal Shop",retail_shopping,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
0eea2676-e4f0-4598-9f65-bffaa5f0d5be,"Sun City Pharmacy",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
da1dea31-da51-4287-8546-e6d093f32543,"Avondale Thrift Store",retail_shopping,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
1cddf35a-238d-44ee-a403-9ed23ce93ac7,"Phoenix Plumbing Pro",home_services,Yes,90.0,100.0,80.0,70.0,86.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
6bb30042-8de7-4a46-b9a9-7a834a1e20f3,"Tempe Electrical Services",home_services,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
7e5777b7-7b0e-4d8f-a1fb-86c47d20fc3e,"Chandler House Cleaning",home_services,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
ad0f53b1-70a8-410a-a5e4-3973b9862397,"Peoria Painting",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
e6bb7cfa-b576-459f-b4d6-855411808cca,"Tucson Pool Service",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
befb55c6-b30c-4ad2-bb2d-7df0307b4300,"Sedona Window Washing",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
b89ac0fb-882c-4dc7-948e-8595f0538930,"Sun City Security Systems",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
dadc1304-09b0-44fb-91b6-08c1e15b247d,"Avondale Construction",home_services,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
f9d9c3cc-2ef4-45e3-b2b4-00f6474acd69,"Phoenix Auto Repair",automotive,Yes,90.0,100.0,80.0,70.0,86.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
637d3de8-8224-4b14-b9b0-9ed048bf081b,"Tempe Quick Lube",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
fb5bb55a-397f-4939-8680-0801f6367983,"Chandler Car Wash",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
38da6324-46e3-496b-afb1-8944fff07381,"Peoria Transmission",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
4712b7c7-f423-42de-8af8-ac3288f0d5ba,"Tucson Classic Cars",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
61cc8d27-913f-4d4c-bc7c-3ed5312aeaff,"Unique Arizona Business",other,Yes,90.0,100.0,80.0,60.0,84.0,A,2,"Description lacks specific details or credentials; Products/services lack detail"
